passiveTrial.started,passive.sessionIndex,passive.movie,passive.sound,passiveTrial.stopped,passiveSelfPaceKey.keys,passiveSelfPaceKey.rt,passiveSelfPaceKey.duration,passiveTrials_s1.thisRepN,passiveTrials_s1.thisTrialN,passiveTrials_s1.thisN,passiveTrials_s1.thisIndex,passiveTrials_s1.ran,sessionIndex,passiveMovie,passiveSound,participant,születési dátum (ÉÉÉÉ.HH.NN),date,expName,psychopyVersion,OS,frameRate,comprehensionTrial.started,comprehension.sessionIndex,comprehension.correctPosition,comprehension.response,comprehension.rt,comprehension.correct,comprehension.t_sentenceAudioEnd,comprehension.t_lastChoiceClick,comprehensionTrial.stopped,comprehensionTrials_s1.thisRepN,comprehensionTrials_s1.thisTrialN,comprehensionTrials_s1.thisN,comprehensionTrials_s1.thisIndex,comprehensionTrials_s1.ran,sentence,video_correct,video_incorrect,productionTrial.started,production.sessionIndex,production.video,production.correct_words,production.all_words,production.correct_words_form,production.all_words_form,production.correct,production.t_firstVideoEnd,production.t_lastWordClick,production.response,productionTrial.stopped,productionTrials_s1.thisRepN,productionTrials_s1.thisTrialN,productionTrials_s1.thisN,productionTrials_s1.thisIndex,productionTrials_s1.ran,video,correct_words,all_words,sentence_form,correct_words_form,all_words_form,familiarityTrial.started,familiarity.testName,familiarity.thisN,familiarity.sessionIndex,familiarity.audio,familiarity.previous_encounters,familiarity.playAttemptTime,familiarity.rating,familiarity.playClickCount,familiarity.t_audioEnd,familiarity.t_lastLikertClick,familiarityTrial.stopped,chunkTest_s1.thisRepN,chunkTest_s1.thisTrialN,chunkTest_s1.thisN,chunkTest_s1.thisIndex,chunkTest_s1.ran,audio,previous_encounters,GJTest_s1.thisRepN,GJTest_s1.thisTrialN,GJTest_s1.thisN,GJTest_s1.thisIndex,GJTest_s1.ran,passiveTrials_s2.thisRepN,passiveTrials_s2.thisTrialN,passiveTrials_s2.thisN,passiveTrials_s2.thisIndex,passiveTrials_s2.ran,comprehensionTrials_s2.thisRepN,comprehensionTrials_s2.thisTrialN,comprehensionTrials_s2.thisN,comprehensionTrials_s2.thisIndex,comprehensionTrials_s2.ran,productionTrials_s2.thisRepN,productionTrials_s2.thisTrialN,productionTrials_s2.thisN,productionTrials_s2.thisIndex,productionTrials_s2.ran,chunkTest_s2.thisRepN,chunkTest_s2.thisTrialN,chunkTest_s2.thisN,chunkTest_s2.thisIndex,chunkTest_s2.ran,GJTest_s2.thisRepN,GJTest_s2.thisTrialN,GJTest_s2.thisN,GJTest_s2.thisIndex,GJTest_s2.ran
5870.657,2,Ab-OBJ-N5-SBJ-N3-HIDE-TR-LOC-N2.mp4,Ab-OBJ-N5-SBJ-N3-HIDE-TR-LOC-N2.mp3,5877.998,mouse_continue,7.341,,,,,,,2,Ab-OBJ-N5-SBJ-N3-HIDE-TR-LOC-N2.mp4,Ab-OBJ-N5-SBJ-N3-HIDE-TR-LOC-N2.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,,,,,,,,,,,,,,,,,,,,
5877.999,2,Ab-OBJ-N5-Ab-SBJ-N2-REVEAL-TR.mp4,Ab-OBJ-N5-Ab-SBJ-N2-REVEAL-TR.mp3,5886.59,mouse_continue,8.59,,,,,,,2,Ab-OBJ-N5-Ab-SBJ-N2-REVEAL-TR.mp4,Ab-OBJ-N5-Ab-SBJ-N2-REVEAL-TR.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,,,,,,,,,,,,,,,,,,,,
5886.591,2,Aa-SBJ-N5-HIDE-INTR.mp4,Aa-SBJ-N5-HIDE-INTR.mp3,5892.602,mouse_continue,6.01,,,,,,,2,Aa-SBJ-N5-HIDE-INTR.mp4,Aa-SBJ-N5-HIDE-INTR.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,,,,,,,,,,,,,,,,,,,,
5892.602,2,SBJ-N5-REVEAL-INTR-Ab-LOC-N3.mp4,SBJ-N5-REVEAL-INTR-Ab-LOC-N3.mp3,5902.113,mouse_continue,9.51,,,,,,,2,SBJ-N5-REVEAL-INTR-Ab-LOC-N3.mp4,SBJ-N5-REVEAL-INTR-Ab-LOC-N3.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,,,,,,,,,,,,,,,,,,,,
5902.113,2,SBJ-N5-REVEAL-INTR-LOC-N2.mp4,SBJ-N5-REVEAL-INTR-LOC-N2.mp3,5913.517,mouse_continue,11.404,,,,,,,2,SBJ-N5-REVEAL-INTR-LOC-N2.mp4,SBJ-N5-REVEAL-INTR-LOC-N2.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,,,,,,,,,,,,,,,,,,,,
5913.518,2,Aa-SBJ-N5-JUMP-INTR.mp4,Aa-SBJ-N5-JUMP-INTR.mp3,5919.83,mouse_continue,6.312,,,,,,,2,Aa-SBJ-N5-JUMP-INTR.mp4,Aa-SBJ-N5-JUMP-INTR.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,,,,,,,,,,,,,,,,,,,,
5919.831,2,Ab-OBJ-N5-Aa-SBJ-N5-PUSH-TR.mp4,Ab-OBJ-N5-Aa-SBJ-N5-PUSH-TR.mp3,5926.945,mouse_continue,7.113,,,,,,,2,Ab-OBJ-N5-Aa-SBJ-N5-PUSH-TR.mp4,Ab-OBJ-N5-Aa-SBJ-N5-PUSH-TR.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,,,,,,,,,,,,,,,,,,,,
5926.946,2,Ab-OBJ-N5-SBJ-N3-HIDE-TR-Ab-LOC-N4.mp4,Ab-OBJ-N5-SBJ-N3-HIDE-TR-Ab-LOC-N4.mp3,5934.63,mouse_continue,7.685,,,,,,,2,Ab-OBJ-N5-SBJ-N3-HIDE-TR-Ab-LOC-N4.mp4,Ab-OBJ-N5-SBJ-N3-HIDE-TR-Ab-LOC-N4.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,,,,,,,,,,,,,,,,,,,,
5934.631,2,SBJ-N3-GO-INTR.mp4,SBJ-N3-GO-INTR.mp3,5940.587,mouse_continue,5.957,,,,,,,2,SBJ-N3-GO-INTR.mp4,SBJ-N3-GO-INTR.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,,,,,,,,,,,,,,,,,,,,
5940.588,2,Ab-OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N3.mp4,Ab-OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N3.mp3,5948.276,mouse_continue,7.687,,,,,,,2,Ab-OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N3.mp4,Ab-OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N3.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,1,,,,,,,,,,,,,,,,,,,,
5948.278,2,Ab-OBJ-N5-Aa-SBJ-N5-HIDE-TR.mp4,Ab-OBJ-N5-Aa-SBJ-N5-HIDE-TR.mp3,5956.458,mouse_continue,8.181,,,,,,,2,Ab-OBJ-N5-Aa-SBJ-N5-HIDE-TR.mp4,Ab-OBJ-N5-Aa-SBJ-N5-HIDE-TR.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,1,,,,,,,,,,,,,,,,,,,,
5956.459,2,SBJ-N3-REVEAL-INTR-Ab-LOC-N5.mp4,SBJ-N3-REVEAL-INTR-Ab-LOC-N5.mp3,5963.355,mouse_continue,6.896,,,,,,,2,SBJ-N3-REVEAL-INTR-Ab-LOC-N5.mp4,SBJ-N3-REVEAL-INTR-Ab-LOC-N5.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,1,,,,,,,,,,,,,,,,,,,,
5963.355,2,OBJ-N5-SBJ-N4-PUSH-TR.mp4,OBJ-N5-SBJ-N4-PUSH-TR.mp3,5973.362,mouse_continue,10.006,,,,,,,2,OBJ-N5-SBJ-N4-PUSH-TR.mp4,OBJ-N5-SBJ-N4-PUSH-TR.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,1,,,,,,,,,,,,,,,,,,,,
5973.363,2,Ab-SBJ-N5-HIDE-INTR.mp4,Ab-SBJ-N5-HIDE-INTR.mp3,5979.613,mouse_continue,6.25,,,,,,,2,Ab-SBJ-N5-HIDE-INTR.mp4,Ab-SBJ-N5-HIDE-INTR.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,1,,,,,,,,,,,,,,,,,,,,
5979.615,2,OBJ-N5-Ab-SBJ-N4-PUSH-TR-Ab-LOC-N3.mp4,OBJ-N5-Ab-SBJ-N4-PUSH-TR-Ab-LOC-N3.mp3,5986.079,mouse_continue,6.465,,,,,,,2,OBJ-N5-Ab-SBJ-N4-PUSH-TR-Ab-LOC-N3.mp4,OBJ-N5-Ab-SBJ-N4-PUSH-TR-Ab-LOC-N3.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,1,,,,,,,,,,,,,,,,,,,,
5986.08,2,Ab-SBJ-N5-JUMP-INTR.mp4,Ab-SBJ-N5-JUMP-INTR.mp3,5991.751,mouse_continue,5.672,,,,,,,2,Ab-SBJ-N5-JUMP-INTR.mp4,Ab-SBJ-N5-JUMP-INTR.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,1,,,,,,,,,,,,,,,,,,,,
5991.752,2,OBJ-N5-SBJ-N2-HIDE-TR.mp4,OBJ-N5-SBJ-N2-HIDE-TR.mp3,5997.676,mouse_continue,5.924,,,,,,,2,OBJ-N5-SBJ-N2-HIDE-TR.mp4,OBJ-N5-SBJ-N2-HIDE-TR.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,1,,,,,,,,,,,,,,,,,,,,
5997.677,2,OBJ-N5-Ab-SBJ-N2-REVEAL-TR-LOC-N4.mp4,OBJ-N5-Ab-SBJ-N2-REVEAL-TR-LOC-N4.mp3,6009.483,mouse_continue,11.806,,,,,,,2,OBJ-N5-Ab-SBJ-N2-REVEAL-TR-LOC-N4.mp4,OBJ-N5-Ab-SBJ-N2-REVEAL-TR-LOC-N4.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,27,1,,,,,,,,,,,,,,,,,,,,
6009.484,2,Aa-SBJ-N5-HIDE-INTR.mp4,Aa-SBJ-N5-HIDE-INTR.mp3,6015.428,mouse_continue,5.943,,,,,,,2,Aa-SBJ-N5-HIDE-INTR.mp4,Aa-SBJ-N5-HIDE-INTR.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,28,1,,,,,,,,,,,,,,,,,,,,
6015.428,2,OBJ-N5-SBJ-N2-HIDE-TR-LOC-N3.mp4,OBJ-N5-SBJ-N2-HIDE-TR-LOC-N3.mp3,6023.08,mouse_continue,7.651,,,,,,,2,OBJ-N5-SBJ-N2-HIDE-TR-LOC-N3.mp4,OBJ-N5-SBJ-N2-HIDE-TR-LOC-N3.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,29,1,,,,,,,,,,,,,,,,,,,,
6023.08,2,OBJ-N5-SBJ-N4-REVEAL-TR.mp4,OBJ-N5-SBJ-N4-REVEAL-TR.mp3,6028.948,mouse_continue,5.868,,,,,,,2,OBJ-N5-SBJ-N4-REVEAL-TR.mp4,OBJ-N5-SBJ-N4-REVEAL-TR.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,30,1,,,,,,,,,,,,,,,,,,,,
6028.948,2,Ab-OBJ-N5-Ab-SBJ-N4-PUSH-TR.mp4,Ab-OBJ-N5-Ab-SBJ-N4-PUSH-TR.mp3,6035.606,mouse_continue,6.658,,,,,,,2,Ab-OBJ-N5-Ab-SBJ-N4-PUSH-TR.mp4,Ab-OBJ-N5-Ab-SBJ-N4-PUSH-TR.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,31,1,,,,,,,,,,,,,,,,,,,,
6035.607,2,Ab-SBJ-N5-GO-INTR.mp4,Ab-SBJ-N5-GO-INTR.mp3,6044.944,mouse_continue,9.337,,,,,,,2,Ab-SBJ-N5-GO-INTR.mp4,Ab-SBJ-N5-GO-INTR.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,32,32,1,,,,,,,,,,,,,,,,,,,,
6044.945,2,SBJ-N5-JUMP-INTR.mp4,SBJ-N5-JUMP-INTR.mp3,6050.782,mouse_continue,5.837,,,,,,,2,SBJ-N5-JUMP-INTR.mp4,SBJ-N5-JUMP-INTR.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,33,33,1,,,,,,,,,,,,,,,,,,,,
6050.783,2,SBJ-N3-HIDE-INTR-Aa-LOC-N2.mp4,SBJ-N3-HIDE-INTR-Aa-LOC-N2.mp3,6057.298,mouse_continue,6.515,,,,,,,2,SBJ-N3-HIDE-INTR-Aa-LOC-N2.mp4,SBJ-N3-HIDE-INTR-Aa-LOC-N2.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,34,34,1,,,,,,,,,,,,,,,,,,,,
6057.299,2,Aa-SBJ-N1-GO-INTR-LOC-N4.mp4,Aa-SBJ-N1-GO-INTR-LOC-N4.mp3,6065.088,mouse_continue,7.789,,,,,,,2,Aa-SBJ-N1-GO-INTR-LOC-N4.mp4,Aa-SBJ-N1-GO-INTR-LOC-N4.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,35,35,1,,,,,,,,,,,,,,,,,,,,
6065.089,2,SBJ-N4-GO-INTR-Ab-LOC-N2.mp4,SBJ-N4-GO-INTR-Ab-LOC-N2.mp3,6074.865,mouse_continue,9.776,,,,,,,2,SBJ-N4-GO-INTR-Ab-LOC-N2.mp4,SBJ-N4-GO-INTR-Ab-LOC-N2.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,36,36,1,,,,,,,,,,,,,,,,,,,,
6074.867,2,Ab-SBJ-N1-JUMP-INTR-Aa-LOC-N2.mp4,Ab-SBJ-N1-JUMP-INTR-Aa-LOC-N2.mp3,6087.067,mouse_continue,12.201,,,,,,,2,Ab-SBJ-N1-JUMP-INTR-Aa-LOC-N2.mp4,Ab-SBJ-N1-JUMP-INTR-Aa-LOC-N2.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,37,37,1,,,,,,,,,,,,,,,,,,,,
6087.068,2,Aa-SBJ-N2-HIDE-INTR-LOC-N1.mp4,Aa-SBJ-N2-HIDE-INTR-LOC-N1.mp3,6093.473,mouse_continue,6.406,,,,,,,2,Aa-SBJ-N2-HIDE-INTR-LOC-N1.mp4,Aa-SBJ-N2-HIDE-INTR-LOC-N1.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,38,38,1,,,,,,,,,,,,,,,,,,,,
6093.474,2,Ab-OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N2.mp4,Ab-OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N2.mp3,6101.15,mouse_continue,7.676,,,,,,,2,Ab-OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N2.mp4,Ab-OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N2.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,39,39,1,,,,,,,,,,,,,,,,,,,,
6101.151,2,OBJ-N5-Ab-SBJ-N1-PUSH-TR-Ab-LOC-N3.mp4,OBJ-N5-Ab-SBJ-N1-PUSH-TR-Ab-LOC-N3.mp3,6107.139,mouse_continue,5.987,,,,,,,2,OBJ-N5-Ab-SBJ-N1-PUSH-TR-Ab-LOC-N3.mp4,OBJ-N5-Ab-SBJ-N1-PUSH-TR-Ab-LOC-N3.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,40,40,1,,,,,,,,,,,,,,,,,,,,
6107.141,2,Ab-OBJ-N5-Aa-SBJ-N5-REVEAL-TR.mp4,Ab-OBJ-N5-Aa-SBJ-N5-REVEAL-TR.mp3,6115.903,mouse_continue,8.763,,,,,,,2,Ab-OBJ-N5-Aa-SBJ-N5-REVEAL-TR.mp4,Ab-OBJ-N5-Aa-SBJ-N5-REVEAL-TR.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41,41,41,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,6425.237,2,2,1,26.426,0,16.851,26.426,6453.886,,,,,,Ab-OBJ-N5-SBJ-N2-REVEAL-TR-LOC-N4.mp3,Ab-OBJ-N5-SBJ-N2-REVEAL-TR-LOC-N4.mp4,Aa-OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,6453.886,2,2,2,30.146,1,20.346,30.146,6486.429,,,,,,Ab-SBJ-N5-REVEAL-INTR-Ab-LOC-N4.mp3,Ab-SBJ-N5-REVEAL-INTR-Ab-LOC-N4.mp4,Ab-SBJ-N5-GO-INTR-Ab-LOC-N4.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,6486.43,2,2,1,21.867,0,20.447,21.867,6510.563,,,,,,Aa-SBJ-N5-GO-INTR.mp3,Aa-SBJ-N5-GO-INTR.mp4,Ab-SBJ-N5-GO-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,6510.564,2,1,2,34.443,0,20.803,34.443,6547.702,,,,,,Ab-OBJ-N5-SBJ-N2-HIDE-TR.mp3,Ab-OBJ-N5-SBJ-N2-HIDE-TR.mp4,OBJ-N2-Aa-SBJ-N5-HIDE-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,6547.703,2,2,2,20.988,1,17.288,20.988,6571.171,,,,,,SBJ-N2-REVEAL-INTR-LOC-N3.mp3,SBJ-N2-REVEAL-INTR-LOC-N3.mp4,SBJ-N3-JUMP-INTR-LOC-N2.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,6571.172,2,1,1,37.554,1,17.572,37.554,6613.384,,,,,,OBJ-N5-Ab-SBJ-N4-PUSH-TR-LOC-N2.mp3,OBJ-N5-Ab-SBJ-N4-PUSH-TR-LOC-N2.mp4,Ab-OBJ-N4-SBJ-N5-PUSH-TR-LOC-N2.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,6613.385,2,1,1,27.722,1,16.995,27.722,6643.688,,,,,,Ab-OBJ-N5-SBJ-N2-HIDE-TR.mp3,Ab-OBJ-N5-SBJ-N2-HIDE-TR.mp4,Aa-OBJ-N5-SBJ-N2-PUSH-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,6643.689,2,2,2,21.291,1,19.45,21.291,6667.391,,,,,,Ab-OBJ-N5-SBJ-N3-PUSH-TR-Ab-LOC-N1.mp3,Ab-OBJ-N5-SBJ-N3-PUSH-TR-Ab-LOC-N1.mp4,Ab-OBJ-N5-SBJ-N3-HIDE-TR-Ab-LOC-N1.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,6667.393,2,1,1,23.054,1,15.636,23.054,6692.928,,,,,,SBJ-N4-JUMP-INTR.mp3,SBJ-N4-JUMP-INTR.mp4,SBJ-N4-HIDE-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,6692.928,2,1,1,33.609,1,19.241,33.609,6728.942,,,,,,SBJ-N3-REVEAL-INTR-Ab-LOC-N5.mp3,SBJ-N3-REVEAL-INTR-Ab-LOC-N5.mp4,Aa-SBJ-N5-REVEAL-INTR-LOC-N3.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,,,,,,,,,,,,,,,
