passiveTrial.started,passive.sessionIndex,passive.movie,passive.sound,passiveTrial.stopped,passiveSelfPaceKey.keys,passiveSelfPaceKey.rt,passiveSelfPaceKey.duration,passiveTrials_s1.thisRepN,passiveTrials_s1.thisTrialN,passiveTrials_s1.thisN,passiveTrials_s1.thisIndex,passiveTrials_s1.ran,sessionIndex,passiveMovie,passiveSound,participant,születési dátum (ÉÉÉÉ.HH.NN),date,expName,psychopyVersion,OS,frameRate,comprehensionTrial.started,comprehension.sessionIndex,comprehension.correctPosition,comprehension.response,comprehension.rt,comprehension.correct,comprehension.t_sentenceAudioEnd,comprehension.t_lastChoiceClick,comprehensionTrial.stopped,comprehensionTrials_s1.thisRepN,comprehensionTrials_s1.thisTrialN,comprehensionTrials_s1.thisN,comprehensionTrials_s1.thisIndex,comprehensionTrials_s1.ran,sentence,video_correct,video_incorrect,productionTrial.started,production.sessionIndex,production.video,production.correct_words,production.all_words,production.correct_words_form,production.all_words_form,production.correct,production.t_firstVideoEnd,production.t_lastWordClick,production.response,productionTrial.stopped,productionTrials_s1.thisRepN,productionTrials_s1.thisTrialN,productionTrials_s1.thisN,productionTrials_s1.thisIndex,productionTrials_s1.ran,video,correct_words,all_words,sentence_form,correct_words_form,all_words_form,familiarityTrial.started,familiarity.testName,familiarity.thisN,familiarity.sessionIndex,familiarity.audio,familiarity.previous_encounters,familiarity.playAttemptTime,familiarity.rating,familiarity.playClickCount,familiarity.t_audioEnd,familiarity.t_lastLikertClick,familiarityTrial.stopped,chunkTest_s1.thisRepN,chunkTest_s1.thisTrialN,chunkTest_s1.thisN,chunkTest_s1.thisIndex,chunkTest_s1.ran,audio,previous_encounters,GJTest_s1.thisRepN,GJTest_s1.thisTrialN,GJTest_s1.thisN,GJTest_s1.thisIndex,GJTest_s1.ran,passiveTrials_s2.thisRepN,passiveTrials_s2.thisTrialN,passiveTrials_s2.thisN,passiveTrials_s2.thisIndex,passiveTrials_s2.ran,comprehensionTrials_s2.thisRepN,comprehensionTrials_s2.thisTrialN,comprehensionTrials_s2.thisN,comprehensionTrials_s2.thisIndex,comprehensionTrials_s2.ran,productionTrials_s2.thisRepN,productionTrials_s2.thisTrialN,productionTrials_s2.thisN,productionTrials_s2.thisIndex,productionTrials_s2.ran,chunkTest_s2.thisRepN,chunkTest_s2.thisTrialN,chunkTest_s2.thisN,chunkTest_s2.thisIndex,chunkTest_s2.ran,GJTest_s2.thisRepN,GJTest_s2.thisTrialN,GJTest_s2.thisN,GJTest_s2.thisIndex,GJTest_s2.ran
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5372.497,chunkTest_s1,0,1,PUSH-Ab.mp3,10,9.328,1,2,5.087,16.927,5390.827,0,0,0,4,1,PUSH-Ab.mp3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5391.352,chunkTest_s1,1,1,PUSH-N5.mp3,0,1.537,1,1,3.532,6.481,5398.729,0,1,1,18,1,PUSH-N5.mp3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5399.255,chunkTest_s1,2,1,GO-N2.mp3,3,1.753,6,1,3.759,6.146,5406.347,0,2,2,7,1,GO-N2.mp3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5406.922,chunkTest_s1,3,1,N1-Ab.mp3,0,1.469,1,1,2.903,7.141,5416.266,0,3,3,19,1,N1-Ab.mp3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5416.793,chunkTest_s1,4,1,GO-Aa.mp3,5,2.698,6,1,4.654,7.417,5425.094,0,4,4,1,1,GO-Aa.mp3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5425.675,chunkTest_s1,5,1,REVEAL-PUSH.mp3,0,1.982,1,1,3.982,8.399,5434.769,0,5,5,16,1,REVEAL-PUSH.mp3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5435.341,chunkTest_s1,6,1,PUSH-N3.mp3,3,1.374,6,1,3.449,5.228,5441.566,0,6,6,17,1,PUSH-N3.mp3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5442.093,chunkTest_s1,7,1,N3-PUSH.mp3,14,1.567,1,1,3.564,5.433,5448.802,0,7,7,11,1,N3-PUSH.mp3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5449.448,chunkTest_s1,8,1,Ab-N4.mp3,42,1,6,1,3.441,5.841,5456.172,0,8,8,10,1,Ab-N4.mp3,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5456.784,chunkTest_s1,9,1,PUSH-N1.mp3,8,1.335,1,1,3.425,6.114,5464.202,0,9,9,15,1,PUSH-N1.mp3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5464.712,chunkTest_s1,10,1,Ab-Ab.mp3,0,1.362,1,1,3.719,7.553,5473.159,0,10,10,2,1,Ab-Ab.mp3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5473.666,chunkTest_s1,11,1,N4-N3.mp3,0,1.641,6,1,3.443,7.457,5481.926,0,11,11,3,1,N4-N3.mp3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5482.453,chunkTest_s1,12,1,Aa-PUSH.mp3,0,1.16,6,1,2.783,6.177,5489.451,0,12,12,14,1,Aa-PUSH.mp3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5489.992,chunkTest_s1,13,1,JUMP-Ab.mp3,2,1.714,1,1,3.622,5.488,5496.272,0,13,13,6,1,JUMP-Ab.mp3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5496.787,chunkTest_s1,14,1,N3-N3.mp3,0,1.444,1,1,4.187,5.815,5503.534,0,14,14,5,1,N3-N3.mp3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5504.097,chunkTest_s1,15,1,N1-Aa.mp3,0,1.108,6,1,3.992,9.499,5514.36,0,15,15,9,1,N1-Aa.mp3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5514.933,chunkTest_s1,16,1,N2-N2.mp3,0,1.1,1,1,3.416,4.479,5520.375,0,16,16,0,1,N2-N2.mp3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5520.89,chunkTest_s1,17,1,N5-GO.mp3,13,6.681,6,3,3.089,11.369,5533.353,0,17,17,8,1,N5-GO.mp3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5533.909,chunkTest_s1,18,1,JUMP-N3.mp3,3,1.595,6,1,3.357,6.173,5541.133,0,18,18,12,1,JUMP-N3.mp3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5541.639,chunkTest_s1,19,1,N3-Aa.mp3,0,1.39,6,1,3.257,4.156,5547.002,0,19,19,13,1,N3-Aa.mp3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5570.506,GJTest_s1,0,1,Ab-OBJ-N5-Aa-SBJ-N5-PUSH-TR.mp3,0,6.76,1,2,5.767,12.69,5584.174,,,,,,Ab-OBJ-N5-Aa-SBJ-N5-PUSH-TR.mp3,0,0,0,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5584.686,GJTest_s1,1,1,SBJ-N1-HIDE-INTR-Ab-LOC-N4-LOC-N2.mp3,,1.307,6,1,4.535,5.016,5590.723,,,,,,SBJ-N1-HIDE-INTR-Ab-LOC-N4-LOC-N2.mp3,,0,1,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5591.412,GJTest_s1,2,1,Aa-SBJ-N2-JUMP-INTR.mp3,0,1.389,6,1,3.655,8.459,5601.051,,,,,,Aa-SBJ-N2-JUMP-INTR.mp3,0,0,2,2,9,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5601.581,GJTest_s1,3,1,SBJ-N2-GO-INTR.mp3,5,1.246,6,1,4.005,4.971,5608.133,,,,,,SBJ-N2-GO-INTR.mp3,5,0,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5608.701,GJTest_s1,4,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2.mp3,3,1.267,6,1,4.004,4.838,5614.645,,,,,,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2.mp3,3,0,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5615.284,GJTest_s1,5,1,OBJ-N5-Ab-SBJ-N2-PUSH-TR-Ab-Aa-LOC-N2-LOC-N1.mp3,,1.159,6,1,6.876,8.389,5624.904,,,,,,OBJ-N5-Ab-SBJ-N2-PUSH-TR-Ab-Aa-LOC-N2-LOC-N1.mp3,,0,5,5,16,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5625.412,GJTest_s1,6,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2-LOC-N1.mp3,,5.346,6,2,4.473,10.317,5637.859,,,,,,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2-LOC-N1.mp3,,0,6,6,13,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5638.411,GJTest_s1,7,1,OBJ-N1-SBJ-N2-Aa-JUMP-INTR.mp3,,8.902,1,2,7.276,14.897,5654.113,,,,,,OBJ-N1-SBJ-N2-Aa-JUMP-INTR.mp3,,0,7,7,19,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5654.786,GJTest_s1,8,1,SBJ-N5-Aa-PUSH-TR.mp3,,1.189,6,1,3.449,5.782,5661.573,,,,,,SBJ-N5-Aa-PUSH-TR.mp3,,0,8,8,17,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5662.125,GJTest_s1,9,1,OBJ-N2-Ab-SBJ-N4-HIDE-TR-LOC-N3-LOC-N1.mp3,,1.1,6,1,6.008,6.379,5670.038,,,,,,OBJ-N2-Ab-SBJ-N4-HIDE-TR-LOC-N3-LOC-N1.mp3,,0,9,9,18,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5670.657,GJTest_s1,10,1,SBJ-N2-PUSH-TR.mp3,,0.91,6,1,2.569,4.437,5676.229,,,,,,SBJ-N2-PUSH-TR.mp3,,0,10,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5676.77,GJTest_s1,11,1,OBJ-N5-SBJ-N2-PUSH-TR.mp3,8,1.217,6,1,3.715,5.713,5683.605,,,,,,OBJ-N5-SBJ-N2-PUSH-TR.mp3,8,0,11,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5684.133,GJTest_s1,12,1,Ab-SBJ-N1-JUMP-INTR-LOC-N5.mp3,0,5.959,1,2,4.58,11.925,5697.155,,,,,,Ab-SBJ-N1-JUMP-INTR-LOC-N5.mp3,0,0,12,12,5,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5697.796,GJTest_s1,13,1,SBJ-N3-REVEAL-INTR-Ab-LOC-N2.mp3,2,0.881,6,1,4.378,9.162,5707.894,,,,,,SBJ-N3-REVEAL-INTR-Ab-LOC-N2.mp3,2,0,13,13,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5708.458,GJTest_s1,14,1,Ab-OBJ-N5-Ab-SBJ-N2-PUSH-TR-Aa-LOC-N2.mp3,0,1.166,6,1,6.816,7.467,5717.083,,,,,,Ab-OBJ-N5-Ab-SBJ-N2-PUSH-TR-Aa-LOC-N2.mp3,0,0,14,14,6,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5717.61,GJTest_s1,15,1,SBJ-N1-Ab-JUMP-INTR-LOC-N5-LOC-N2.mp3,,5.831,1,2,5.03,11.455,5729.877,,,,,,SBJ-N1-Ab-JUMP-INTR-LOC-N5-LOC-N2.mp3,,0,15,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5730.461,GJTest_s1,16,1,Ab-OBJ-N2-SBJ-N4-HIDE-TR-LOC-N3.mp3,0,6.013,6,2,5.53,11.587,5743.111,,,,,,Ab-OBJ-N2-SBJ-N4-HIDE-TR-LOC-N3.mp3,0,0,16,16,8,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5743.67,GJTest_s1,17,1,OBJ-N1-SBJ-N2-GO-INTR.mp3,,1.397,6,1,4.069,6.691,5751.418,,,,,,OBJ-N1-SBJ-N2-GO-INTR.mp3,,0,17,17,12,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5752.002,GJTest_s1,18,1,SBJ-N1-HIDE-INTR-Ab-LOC-N4.mp3,1,0.931,6,1,3.482,5.69,5758.817,,,,,,SBJ-N1-HIDE-INTR-Ab-LOC-N4.mp3,1,0,18,18,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5759.454,GJTest_s1,19,1,REVEAL-INTR-Ab-LOC-N2.mp3,,2.594,1,1,4.929,10.503,5770.879,,,,,,REVEAL-INTR-Ab-LOC-N2.mp3,,0,19,19,11,1,,,,,,,,,,,,,,,,,,,,,,,,,
5793.495,2,Ab-OBJ-N5-SBJ-N3-HIDE-TR-Ab-LOC-N2.mp4,Ab-OBJ-N5-SBJ-N3-HIDE-TR-Ab-LOC-N2.mp3,5803.038,mouse_continue,9.544,,,,,,,2,Ab-OBJ-N5-SBJ-N3-HIDE-TR-Ab-LOC-N2.mp4,Ab-OBJ-N5-SBJ-N3-HIDE-TR-Ab-LOC-N2.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
5803.039,2,Ab-SBJ-N2-REVEAL-INTR-LOC-N3.mp4,Ab-SBJ-N2-REVEAL-INTR-LOC-N3.mp3,5809.579,mouse_continue,6.54,,,,,,,2,Ab-SBJ-N2-REVEAL-INTR-LOC-N3.mp4,Ab-SBJ-N2-REVEAL-INTR-LOC-N3.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,
5809.579,2,Ab-OBJ-N5-SBJ-N4-PUSH-TR-Ab-LOC-N3.mp4,Ab-OBJ-N5-SBJ-N4-PUSH-TR-Ab-LOC-N3.mp3,5816.914,mouse_continue,7.334,,,,,,,2,Ab-OBJ-N5-SBJ-N4-PUSH-TR-Ab-LOC-N3.mp4,Ab-OBJ-N5-SBJ-N4-PUSH-TR-Ab-LOC-N3.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,
5816.914,2,Ab-SBJ-N1-GO-INTR.mp4,Ab-SBJ-N1-GO-INTR.mp3,5822.711,mouse_continue,5.797,,,,,,,2,Ab-SBJ-N1-GO-INTR.mp4,Ab-SBJ-N1-GO-INTR.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,
5822.713,2,Ab-OBJ-N5-Ab-SBJ-N2-REVEAL-TR.mp4,Ab-OBJ-N5-Ab-SBJ-N2-REVEAL-TR.mp3,5828.913,mouse_continue,6.199,,,,,,,2,Ab-OBJ-N5-Ab-SBJ-N2-REVEAL-TR.mp4,Ab-OBJ-N5-Ab-SBJ-N2-REVEAL-TR.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,
5828.913,2,SBJ-N2-REVEAL-INTR-LOC-N4.mp4,SBJ-N2-REVEAL-INTR-LOC-N4.mp3,5836.046,mouse_continue,7.133,,,,,,,2,SBJ-N2-REVEAL-INTR-LOC-N4.mp4,SBJ-N2-REVEAL-INTR-LOC-N4.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,
5836.047,2,SBJ-N4-REVEAL-INTR-LOC-N5.mp4,SBJ-N4-REVEAL-INTR-LOC-N5.mp3,5841.922,mouse_continue,5.875,,,,,,,2,SBJ-N4-REVEAL-INTR-LOC-N5.mp4,SBJ-N4-REVEAL-INTR-LOC-N5.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,
5841.922,2,Ab-OBJ-N5-Ab-SBJ-N4-PUSH-TR.mp4,Ab-OBJ-N5-Ab-SBJ-N4-PUSH-TR.mp3,5848.306,mouse_continue,6.384,,,,,,,2,Ab-OBJ-N5-Ab-SBJ-N4-PUSH-TR.mp4,Ab-OBJ-N5-Ab-SBJ-N4-PUSH-TR.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,
5848.307,2,Ab-OBJ-N5-Ab-SBJ-N2-REVEAL-TR-Ab-LOC-N4.mp4,Ab-OBJ-N5-Ab-SBJ-N2-REVEAL-TR-Ab-LOC-N4.mp3,5863.431,mouse_continue,15.124,,,,,,,2,Ab-OBJ-N5-Ab-SBJ-N2-REVEAL-TR-Ab-LOC-N4.mp4,Ab-OBJ-N5-Ab-SBJ-N2-REVEAL-TR-Ab-LOC-N4.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,
5863.434,2,Aa-SBJ-N5-JUMP-INTR.mp4,Aa-SBJ-N5-JUMP-INTR.mp3,5870.656,mouse_continue,7.223,,,,,,,2,Aa-SBJ-N5-JUMP-INTR.mp4,Aa-SBJ-N5-JUMP-INTR.mp3,268039,,2026-04-27_17h11.22.286,BrocantoHPilot1WOSession3,2025.2.4,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,,,,,,,,,,,,,,,,,,,,
